,Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,35 Mbps,36 Mbps,40 Mbps,41 Mbps,45 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,59 Mbps,60 Mbps,61 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,80 Mbps,85 Mbps,90 Mbps,95 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,130 Mbps,140 Mbps,150 Mbps,155 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,350 Mbps,400 Mbps,450 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,680 Mbps,700 Mbps,800 Mbps,850 Mbps,900 Mbps,999 Mbps,1000 Mbps,1024 Mbps,4000 Mbps,10000 Mbps
531,BUENOS AIRES,Pergamino,Pinzón,6623110,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,BUENOS AIRES,Pergamino,Rancagua,6623120,,,,,,,,109.0,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,BUENOS AIRES,Pergamino,Villa Angélica  (Est. El Socorro),6623130,,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,BUENOS AIRES,Pergamino,Villa San José,6623140,,,,,,,,,,,15.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,BUENOS AIRES,Pila,Casalins,6630010,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,BUENOS AIRES,Pila,Pila,6630020,,,,,,,,,,,,,,,,,11.0,,,,19.0,,,,,,15.0,,,,12.0,,,,4.0,,,,,,,,,,,10.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,BUENOS AIRES,Pilar,Del Viso,6638040,2.0,,,,,30.0,,9.0,,,198.0,,,3.0,,67.0,771.0,,,,58.0,,788.0,,,,258.0,,,,10.0,,,,345.0,,,,,,168.0,,,,,2104.0,,,,,225.0,,,,,6055.0,,,,,,102.0,,,,,2.0,,,,,,3505.0,,,,,,,,,,1295.0,,,,,,72.0,,,,,,,,,,3620.0,,,,,,,,440.0,,,,1188.0,,,,,,,539.0,,,
538,BUENOS AIRES,Pilar,Fátima,6638040,11.0,,,,4.0,,,,,,237.0,,27.0,,,,1.0,,,,7.0,,1.0,,,,,,,,3.0,,,,4.0,,,,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,24.0,,,,,,,,,,,2692.0,,,,,,,,,,57.0,,,,,,,,,,,,,,,,92.0,,,,,,,,8.0,,,,,,,,,,,88.0,,,
539,BUENOS AIRES,Pilar,La Lonja,6638040,83.0,,,,,118.0,,16.0,,,408.0,,,4.0,,1.0,544.0,,,,25.0,,838.0,,,,44.0,,,,3.0,,,,41.0,,,,,,20.0,,,,,82.0,,,,,114.0,,,,,295.0,,,,,,10.0,,,,,,,,,,,790.0,,,,,,,,,,137.0,,,,,,137.0,,,,,,,,13.0,,1239.0,,,,,,,,216.0,22.0,,,110.0,,,,,,,107.0,,,
540,BUENOS AIRES,Pilar,Los Cachorros,6638040,,,,,,,,,,,,,,,,5.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,4.0,,,,,,213.0,,,,,2.0,,,,,,5.0,,,,,,,,,,1707.0,,,,,,,,,,,,,,,,1147.0,,,,,,,,327.0,,,,,,,,,,,691.0,,,
541,BUENOS AIRES,Pilar,Manuel Alberti,6638040,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,,,,,,,,565.0,,,,,,,,,,,74.0,,,
542,BUENOS AIRES,Pilar,Manzanares,6638040,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,577.0,,,,,,,,,,,,,,,,154.0,,,,,,,,27.0,,,,,,,,,,,287.0,,,
543,BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),6638040,,,,,,,,,,,5.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,BUENOS AIRES,Pilar,Otros,Sin Datos,,,,,,,,,,,31.0,,,,,,237.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,BUENOS AIRES,Pilar,Pilar,6638040,135.0,,9.0,2.0,44.0,56.0,,314.0,,,208.0,,238.0,8.0,,19.0,1254.0,,,,284.0,,2857.0,,,,81.0,,,,382.0,,,,8899.0,,,,,,67.0,,,,,10462.0,,,,,15.0,,,,,3442.0,,,,,,516.0,,,,,10.0,,,,,,2673.0,,,,,,,,,,5895.0,,,,,,346.0,,,,,,,,,,5177.0,,,,,,,,1199.0,,,,109.0,,,,,,2.0,2130.0,,,
546,BUENOS AIRES,Pilar,Presidente Derqui,6638040,,,,,,,,,,,14.0,,,1564.0,,11.0,239.0,,,,,,469.0,,,,,,,,,,,,,,,,,,1.0,,,,,6.0,,,,,,,,,,22.0,,,,,,312.0,,,,,8.0,,,,,,116.0,,,,,,,,,,2469.0,,,,,,4.0,,,,,,,,,,2367.0,,,,,,,,425.0,,,,,,,,,,,780.0,,,
547,BUENOS AIRES,Pilar,Santa Teresa,6638040,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,BUENOS AIRES,Pilar,Tortuguitas,6638040,,,,2.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,BUENOS AIRES,Pilar,Villa Astolfi,6638040,,,,,,,,,,,1.0,,,,,1.0,8.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,82.0,,,,,1.0,,,,,,10.0,,,,,,,,,,646.0,,,,,,,,,,,,,,,,585.0,,,,,,,,156.0,,,,,,,,,,,206.0,,,
550,BUENOS AIRES,Pilar,Villa Rosa,6638040,11.0,,,,17.0,,,,,,66.0,,160.0,,,2.0,387.0,,,,136.0,,65.0,,,,2.0,,,,157.0,,,,362.0,,,,,,,,,,,11.0,,,,,,,,,,313.0,,,,,,136.0,,,,,2.0,,,,,,1566.0,,,,,,,,,,1474.0,,,,,,60.0,,,,,,,,,,3242.0,,,,,,,,850.0,,,,118.0,,,,,,,575.0,,,
551,BUENOS AIRES,Pilar,Zelaya,6638040,,,,,,,,,,,7.0,,,,,,4.0,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,5.0,,,
552,BUENOS AIRES,Pinamar,Pinamar,6644010,1003.0,,2.0,1.0,3.0,95.0,,,,,24.0,,21.0,,,4.0,177.0,,,,19.0,,8518.0,,,,,,,,91.0,,,,8.0,,,,,,,,,,,14809.0,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,1771.0,,,,,,,,,,,,,,,,,,,,,,,,,,1324.0,,,,,,,,91.0,,,,,,,,,,,,,,
553,BUENOS AIRES,Presidente Perón,Guernica,6648010,1.0,,,,5.0,,,42.0,,,49.0,,42.0,15.0,,26.0,,,3.0,,14.0,,302.0,,,,,,,,19.0,,,,1.0,,,,,,3.0,,,,,6321.0,,,,,,,,,,123.0,,,,,,448.0,,,,,15.0,,,,,,244.0,,,,,,,,,,4779.0,,,,,,,,,,,,,,,,4782.0,,,,,,,,1101.0,,,,,,,,,,,1011.0,,,
554,BUENOS AIRES,Puán,Bordenave,6651020,,,1.0,,,,141.0,,,,17.0,,,,,1.0,,,,,,,,,,,,,,,166.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,BUENOS AIRES,Puán,Darregueira,6651030,2142.0,,,,,,,,,,,,11.0,,,,,,,,30.0,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,BUENOS AIRES,Puán,Puán,6651080,,,1.0,,,,,,,,,,,,,,,,,,,,1103.0,,,,,,,,,,,,765.0,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,BUENOS AIRES,Puán,San Germán,6651090,,,,,,,,,,,9.0,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,BUENOS AIRES,Puán,Villa Iris,6651110,,,,,,,,,,,,,,,,,22.0,,,,,,46.0,,,,787.0,,,,,,,,,,,,,20.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,BUENOS AIRES,Punta Indio,Pipinas,6655030,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,BUENOS AIRES,Punta Indio,Punta Indio,6655040,,,,,,,,,,,,,,,,78.0,,,,,,,30.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,BUENOS AIRES,Punta Indio,Verónica,6655050,,,,,,,,,,,,,28.0,816.0,,,,,,,75.0,,,,,,,,,,127.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,BUENOS AIRES,Quilmes,Bernal,6658010,2.0,,3.0,1.0,17.0,4.0,,1.0,,,2.0,,45.0,,,6.0,3.0,,,,44.0,,859.0,,,,,,,,52.0,,,,3.0,,,,,,37.0,,,,,9551.0,,,,,,,,,,530.0,,,,,,781.0,,,,,18.0,,,,,,3322.0,,,,,,,,,,5048.0,,,,,,,,,,,,,,,,8235.0,,,,,,,,1364.0,,,,,,,,,,,1531.0,,,
563,BUENOS AIRES,Quilmes,Bernal Oeste,6658010,,,,,3.0,21.0,,,,,13.0,,59.0,171.0,,1.0,200.0,,,,120.0,,472.0,,,,83.0,,,,84.0,,,,55.0,,,1.0,,,1.0,,,,,572.0,,,,,1.0,,,,,224.0,,,,,,,,,,,,,,,,,1763.0,,,,,,,,,,,,,,,,,,,,,,,,,,1625.0,,,,,,,,196.0,,,,,,,,,,,39.0,,,
564,BUENOS AIRES,Quilmes,Don Bosco,6658010,1.0,,,,,2.0,,,,,1.0,,4.0,,,,,,,,1.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,136.0,,,,,,33.0,,,,,1.0,,,,,,648.0,,,,,,,,,,598.0,,,,,,,,,,,,,,,,1201.0,,,,,,,,193.0,,,,3.0,,,,,,,274.0,,,
565,BUENOS AIRES,Quilmes,Ezpeleta,6658010,,,,,2.0,3.0,,,,,320.0,,19.0,,,4.0,13.0,,,,24.0,,281.0,,,,,,,,69.0,,,,,,,,,,1.0,,,,,2564.0,,,,,,,,,,225.0,,,,,,418.0,,,,,10.0,,,,,,1958.0,,,,,,,,,,3635.0,,,,,,,,,,,,,,,,4904.0,,,,,,,,804.0,,,,,,,,,,,1143.0,,,
566,BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,,,,,3.0,,,,,,9.0,,9.0,,,,7.0,,,,7.0,,3.0,,,,,,,,29.0,,,,,,,,,,,,,,,3845.0,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,,,,,,,,86.0,,,,,,,,,,,11.0,,,
567,BUENOS AIRES,Quilmes,Quilmes,6658010,3.0,1.0,8.0,2.0,18.0,36.0,,6.0,,,34.0,,54.0,136.0,,41.0,51.0,,,,38.0,,1241.0,,,,,,,,27.0,,,,16.0,,,,,,7.0,,,,,12015.0,,,,,,,,,,1697.0,,,,,,1277.0,,,,,26.0,,,,,,10100.0,,,,,,,,,,9998.0,,,,,,,,,,,,,,,,18727.0,,,,,,,,3093.0,,,,,,,,,,,3444.0,,,
568,BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,,,7.0,,22.0,19.0,,1.0,,,10.0,,52.0,,,,20.0,,,,15.0,,17.0,,,,,,,,31.0,,,,2.0,,,,,,,,,,,13635.0,,,,,,,,,,450.0,,,,,,,,,,,,,,,,,3467.0,,,,,,,,,,,,,,,,,,,,,,,,,,3284.0,,,,,,,,460.0,,,,,,,,,,,72.0,,,
569,BUENOS AIRES,Quilmes,San Francisco Solano,6658010,,,,,1.0,7.0,,,,,12.0,,,114.0,,16.0,13.0,,,,,,316.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,10.0,,,,,,,,,,240.0,,,,,,419.0,,,,,6.0,,,,,,1247.0,,,,,,,,,,3517.0,,,,,,,,,,,,,,,,4377.0,,,,,,,,899.0,,,,,,,,,,,988.0,,,
570,BUENOS AIRES,Quilmes,Villa La Florida,6658010,,,3.0,,4.0,,,,,,,,15.0,114.0,,2.0,,,,,4.0,,103.0,,,,,,,,3.0,,,,1.0,,,,,,,,,,,6951.0,,,,,,,,,,82.0,,,,,,186.0,,,,,4.0,,,,,,719.0,,,,,,,,,,1631.0,,,,,,,,,,,,,,,,1977.0,,,,,,,,449.0,,,,2.0,,,,,,,422.0,,,
571,BUENOS AIRES,Ramallo,El Paraíso,6665010,,,,,,,,,,,103.0,,,,,,14.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,BUENOS AIRES,Ramallo,Pérez Millán,6665030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,BUENOS AIRES,Ramallo,Ramallo,6665040,1.0,,,1.0,,2.0,,,,,317.0,,,,,,1220.0,,,,,,364.0,,,,,,,,73.0,,,,2.0,,,,,,,,,,,46.0,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,1389.0,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,,,,,,,,21.0,,,,,,,,,,,3.0,,,
574,BUENOS AIRES,Ramallo,Villa Ramallo,6665060,1.0,,,,,3.0,,,,,111.0,,,,,,272.0,,,,,,289.0,,,,,,,,209.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,321.0,,,,,,,,,,,,,,,,,1359.0,,,,,,,,,,,,,,,,,,,,,,,,,,533.0,,,,,,,,16.0,,,,,,,,,,,5.0,,,
575,BUENOS AIRES,Rauch,Otros,Sin Datos,,,,,,11.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,BUENOS AIRES,Rauch,Rauch,6672010,,,2.0,,,76.0,,9.0,,,8.0,,101.0,21.0,,,,,,,341.0,,200.0,,,,,,,,746.0,,,,105.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,BUENOS AIRES,Rivadavia,América,6679010,103.0,,1.0,,,852.0,,898.0,,,155.0,,521.0,320.0,,6.0,52.0,,,,57.0,,146.0,,,,,,,,87.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.0,,,,,,,,,,,,,
578,BUENOS AIRES,Rivadavia,Fortín Olavarría,6679020,153.0,,,,,75.0,,,,,125.0,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,
579,BUENOS AIRES,Rivadavia,González Moreno,6679030,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,BUENOS AIRES,Rivadavia,Sansinena,6679070,6.0,,,,,124.0,,,,,175.0,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,
581,BUENOS AIRES,Rojas,Las Carabelas,6686020,,,1.0,,,40.0,,48.0,,,66.0,,,25.0,,35.0,20.0,,,,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,BUENOS AIRES,Rojas,Rafael Obligado,6686040,,,,,,,,8.0,,,11.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,BUENOS AIRES,Rojas,Rojas,6686060,153.0,,,,7.0,478.0,,201.0,,,2467.0,,269.0,,,374.0,697.0,,,,281.0,,50.0,,,,287.0,,,,322.0,,,,30.0,,,,,,,,,,,10.0,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,788.0,,,,,,,,,,,,,,,,,,,,,,,,,,388.0,,,,,,,,28.0,,,,,,,,,,,13.0,,,
584,BUENOS AIRES,Roque Pérez,Carlos Beguerie,6693010,,,,,,,,,,,,,,,,34.0,2.0,,,,1.0,,148.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,BUENOS AIRES,Roque Pérez,Roque Pérez,6693020,,,,,,,,,,,,,19.0,,,247.0,18.0,,8.0,,51.0,,14.0,,,,,,,,131.0,,,,1.0,,,,,,1745.0,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,4.0,,,,,,,,,,,1.0,,,
586,BUENOS AIRES,Saavedra,Arroyo Corto,6700010,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,BUENOS AIRES,Saavedra,Espartillar,6700040,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,BUENOS AIRES,Saavedra,Goyena,6700050,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,BUENOS AIRES,Saavedra,Pigüé,6700060,12.0,,,,,,,,,,,,23.0,,,,,,,,62.0,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,4483.0,,,,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,BUENOS AIRES,Saavedra,Saavedra,6700070,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,BUENOS AIRES,Saladillo,Alvarez de Toledo,6707010,,,,,,,,,,,,,,,,18.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,BUENOS AIRES,Saladillo,Cazón,6707030,,,,,,,,,,,,,,,,19.0,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,BUENOS AIRES,Saladillo,Del Carril,6707040,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,BUENOS AIRES,Saladillo,Saladillo,6707060,,,,,5.0,1.0,,,,,151.0,,60.0,1.0,,227.0,346.0,,,,132.0,,1868.0,,,,,,,,1175.0,,,,8.0,,,,,,,,,,,1.0,,,1254.0,,,,,,,440.0,,,,112.0,,,,,,,,,,,,,3050.0,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,62.0,,,,,,,,,,,7.0,,,
595,BUENOS AIRES,Salliqueló,Quenumá,6721010,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,BUENOS AIRES,Salliqueló,Salliqueló,6721020,,,2.0,,,,,,,,,,13.0,,,,,,,,28.0,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,BUENOS AIRES,Salto,Arroyo Dulce,6714010,,,,,,,,,,,432.0,,,,,69.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,BUENOS AIRES,Salto,Gahan,6714030,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,BUENOS AIRES,Salto,Inés Indart,6714040,,,,,,,,,,,188.0,,,,,,10.0,,,,,,6.0,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,BUENOS AIRES,Salto,La Invencible,6714050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,BUENOS AIRES,Salto,Salto,6714060,3078.0,,,,11.0,,,,,,,,70.0,,,1.0,28.0,,,,136.0,,5091.0,,,,,,,,967.0,,,,234.0,,,,,,1406.0,,,,,62.0,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,BUENOS AIRES,San Andrés de Giles,Azcuénaga,6728010,,,,,,,,,,,54.0,,,59.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,BUENOS AIRES,San Andrés de Giles,Cucullú,6728020,,,,,,,,,,,98.0,,,,,16.0,36.0,,,,,,31.0,,,,,,,,,,,,2.0,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
